sender_addr,recipient_addr,total_transactions,total_sent,total_received
0xc9474ACD075C24cF5143a0181380FCC6Dbc6e7C3,0xf048eeefcB16755683DCfC2df72Dbb5Fe54e8E2e,10,0.0001,0.0001
0xcFfa94029DC41C776851D345c40Ed1dB33d94E48,0xb240B38f7fE8f543b5289d1F64d4b87E5002A27A,10,0.0001,0.0001
0xcd85c94fD7a9D436dA943C8BD284cF574D2f0c63,0x99cbB1c7473621b829E3BcDe0fF34D035ed3e515,10,0.0001,0.0001
0xcf1D07a90b232141c5aD656f2F52990B2Bb069A4,0x367c0CD089036647E08570fa57c9d5be759f749A,10,0.0001,0.0001
0xd5249913561388e7c80a725BEd230077B8A38B31,0x7D2418A44F9733B826f9F779e414e5011f3c40bB,10,0.0001,0.0001
0xd5Ad7e2C50422EADC8Cb90dC9A4A9e2Cd73FBA63,0x3264465172bb3ace5142d17FaF9742187EE48370,10,0.0001,0.0001
0xd78EC0FF5d7D4609DE5cDF42751fa9A4258b1c04,0x61619B2EeF0a96Ab297dF53dF551778822f22C51,10,0.0001,0.0001
0xd8201418EA5e5FB0228c9405A5e6769C1943A9f1,0x38EB83e710e64615b10ed1608004040b396b9894,10,0.0001,0.0001
0xdCF7e36c7DbBad96C3F7D2EfFFCbd8b4D8114b03,0x2F3b5A5E58723F69B7974C4Db428601ffc252656,10,0.0001,0.0001
0xda03458B545afa21896D09b355bF71Ed0C2929e2,0x2Dc9bddE4Cfd2353da2dB92E941db7DB4183e7aD,10,0.0001,0.0001
0xdf91E17846f4465574e99ba8635450dB99C15433,0x8d65a828593DB4e3959CDF66114ce4D27F7032A7,10,0.0001,0.0001
0xe2e05b3B02F5a17306b88151A5fe385aBB6A551a,0xD0854b585fE787DEf4b1Ef1A330e76a17DC26799,10,0.0001,0.0001
0xe38908Ff682E6408f3e8B84D8ef6831B0c304E95,0x07fFAE5F072263f7768580A23D79F22357c836CF,10,0.0001,0.0001
0xe57f8355381d9121D1dB905306E269E438598a17,0x85C5c443480A80a1072b706230e42D3e52B69553,10,0.0001,0.0001
0xe8098044792D748FD7A7704dCAfe882dC47BA369,0x200351F71BaB284DBb8082493FdA13bB1D6aD10c,10,0.0001,0.0001
0xe8dF31444a305c50Ee54C61405FDCeA5f352273A,0x82c5f5f88D1Ba5D58A9d58B9C2d62C0C2F97Ea9d,10,0.0001,0.0001
0xe9c01C2c2994736573C8573809fF945a367b9A60,0x818bB8EE223be867D546a8f60F099e6FAA16CB90,10,0.0001,0.0001
0xea6D0D87A2C67D52c938b77d1f15823BA00DF7AF,0x314de1bb4F952A60B4528e4583A8674F819D1ea6,10,0.0001,0.0001
0xea74E0Db7562EAF22bf9bF0e5309b16D47C10942,0xE09dba506d455b604039820f9Fd9467C5Ca044f2,10,0.0001,0.0001
0xecA779690Ae5608b28F20e31052b055c95D3DD27,0xC93ECF68aB3fcd41Cb1BaFF80F259AA8c9C529e6,10,0.0001,0.0001
0xee8bBCA952555e9babA21519dfbf8425F79fcCbf,0x148EA5919CBAF7844cc679e8D5f9200056a85A9E,10,0.0001,0.0001
0xef85a19E2b5bE526054128796F42C7B80b98e7aA,0x4e368c7a9FB88f68C89cb165e8d1bEca0f6E6cC5,10,0.0001,0.0001
0xf12E790c80B3f9CB2a2c29F2726c1593A41923dF,0x812fab11f1E19444b106DF038dC04A54f06Ec5Fe,10,0.0001,0.0001
0xf1691bdD49F820e44f760cCD258cE0F034B7AA12,0x576e131c12E35893BCa054A8748eAd86576f6eB0,10,0.0001,0.0001
0x008a96531891ff72EC6C70584ffAE03A16794fe6,0x68D7bB9Db9eCff472bE27d764895c91c7f37bc7B,9,9e-05,9e-05
0x00ebe35274DE232C69FaeCd45efD4717EEF9C51d,0x179456F7b2F61670b29fC364F44BB8b1599e74dC,9,9e-05,9e-05
0x00fE3EC16d9Ef3c7bb35217452f1cb5F9A1858C8,0xF22c4816946f37267489Cd7AD6D35d877c9d9620,9,9e-05,9e-05
0x010003232dA766a629c67a9798A0E22d66045E18,0xe809Cf8c7A799a099DD8605d03176d9644a8cC06,9,9e-05,9e-05
0x01cee793493EAA8bd6aC9f867333A1aE6DEA190D,0xE65793f5e35953d3C06a44ddba55bC3489A80a64,9,9e-05,9e-05
0x025eE20F303f8DE1A273aA629D3FaCbFA0A67712,0x4898653dAd17bDfF2BCF72942faA72d6f7678a65,9,9e-05,9e-05
0x027fdEC9a9cf473Ed326A13b58c4ee6d9D7786E2,0xAB4d20Cea912a330da8BB9e21578e360B3E722EB,9,9e-05,9e-05
0x031C6ac3de538b8c437900Ba75d851115c4976F0,0x457c6958e2Ac864005A11AE265c6524012D444e2,9,9e-05,9e-05
0x0344874e180b520027429Dd289bD0dc9f46Ad9aC,0xcE4587878f8A260Ac9433ac89226C7A7B39453C0,9,9e-05,9e-05
0x04Cd69376B4a4906F6B6D549C207111105A9d383,0x55F67160844575162862ae2B19C45C325Dd533a9,9,9e-05,9e-05
0x067dC9B427f6e76A5a7e184E32D0b3890EBA8ED3,0xf57050789084a5f5D74e6d86Ef4384dBBaf006Ee,9,9e-05,9e-05
0x07c84e37a947A7CA267a710d1903312b2be58FB2,0x977aD2aC5aa22188A885c33575E8707C7c25069B,9,9e-05,9e-05
0x0961aF61a4a9E7DdEDd97f4834548Dc5a6360ae8,0xCfceC81C16a8ef954C07a8F73E3DA913259D2aAc,9,9e-05,9e-05
0x09a7E3C6008b3F79A8e6E1aaE265CC3A1D04d9Cd,0x94E3111af620C8b198154d0150c0fD2f4207d66d,9,9e-05,9e-05
0x0B93484b9b4805C30CED1e2b149826309AeF804c,0x5B5Bb1dc0DE11b9596E10e2BD704d0f64795e17e,9,9e-05,9e-05
0x0Cd774bF46fAA527795a295B6F9b4aee0495C129,0x6ea508b57E427fdC1DdA24ecc63Cf00bcE6794dc,9,9e-05,9e-05
0x0E1DcaF2BD2D91437449952e6548a878C28ccCf6,0xb2A580eE61f123C008A864F61861d367A97D62A6,9,9e-05,9e-05
0x0Ec2d9D9DEcb9D735c7d46DE2Af3DFA6a5AD96EC,0xd0D7484A83eb098DECf7DF84A0D79855e799522a,9,9e-05,9e-05
0x0b8987AbAD0d6d16048864b7eCda38ed81013a16,0x6fBc44D22Cab2f9DbA6c553B2Ff30340B5a621E9,9,9e-05,9e-05
0x0eB3B42e8Ddd69354Ed34f178cbF194e3411b59f,0x88DE5ebbf3cdF571511375706CC7db9E665dB6B4,9,9e-05,9e-05
0x10293684B2961f4c3f46B66ac37e4812eaCb5696,0x3028d285A3C5E1240aAD386D002A8051195FaeC9,9,9e-05,9e-05
0x11B7F454dC4f08e2981d2dAC97Eadd33f7413Fa1,0xd36A88069B839CAF071049adC0902eA3F6C30D9e,9,9e-05,9e-05
0x12c989934524eAe3965974e92BB283deE8539d6a,0xe604e118708B4574f6b7CFE0495f44e1C85cE1b5,9,9e-05,9e-05
0x1388d1390d3cB735d2FE103f97C8374Bcb9233Cd,0xD1688bBe41C7684081716e1E00Ed962F88FF026a,9,9e-05,9e-05
0x146E5846F58033B869A84D6999F1442B84CD233B,0xEDD821407B03163440373a5787B9F5188c5182A1,9,9e-05,9e-05
0x1483ccD68966E538161592D03017BF36c01DBD61,0x4E0de06Acf9EbAA6a1E7d2e0814F99EA0F85d4aa,9,9e-05,9e-05
0x17840e2F46eBa85C4dcD262AdA137a4D9D396a3c,0x80213eb33bB28544EF041c048FF0669513b886c2,9,9e-05,9e-05
0x17F05a03E71D530Ceb9E5289736BBB10697bB2eF,0x739b399c95Bc70935823c7C7D6bb3Ce85a8b6B6F,9,9e-05,9e-05
0x1893C30a84f164fD85582ab41a365708e76978De,0x990a8C9545054bd7cf696b7D306109165875abeD,9,9e-05,9e-05
0x18ADa6E7aC7Aab4091E9cf1bA20Bb5A056c57cd1,0x56D547f6e63b298571eaf24eCE821319f8820c5C,9,9e-05,9e-05
0x19987957ed0314c2B8ac92B65D7b8a5Df0bff0c9,0x70Bf4A234618F56499375e5788D8440CD0AEF775,9,9e-05,9e-05
0x1BE24A6e5AEB6Df51Acd395c926FAbf1A876bBB4,0xe3f21564C3312333EB2eF50e3B19CFCd1E45C8ed,9,9e-05,9e-05
0x1BaCBcb4Ff8BE98F86AeaC9d2fF1824Dbb99Fe39,0xF176DeFF24D47781c7A23857E4847A260F3b3545,9,9e-05,9e-05
0x1CcA8467938229Cfc77cdeEAA308b06532AF4D5e,0x6F96a70017264c8dc9e8e74E229C221661690Cd5,9,9e-05,9e-05
0x1D4EEeA2CEabBa8B2A4a8edaC6D7F491539a01B9,0xc3d891e2C0EF5533c78f87820e1d9D4ac8b4a518,9,9e-05,9e-05
0x1F3286e77401612e969EF374D940355dFd27f790,0x97fCa21AB8D855B885e58E09d99d507d3EC7dA9A,9,9e-05,9e-05
0x1b702Fa867902C9d6ce03145F98771a30D4883D2,0xa42894e2f5519616B63820AFA36565B433d3e44A,9,9e-05,9e-05
0x1d7dD671aa07f9Da4a1a63d7bCF5477F79BD681f,0x8b6c37CB622D7bcc0bE84D2C161D17C45708C136,9,9e-05,9e-05
0x1fCe0Cbb1a0f33DeD9ede42fEB020Aa1b8b96aFD,0x5cD7389cBd95E60A45318073b46fF19AC18a39F9,9,9e-05,9e-05
0x202CC65685bEB909f179dD1Ac0859FB21A531381,0xcbaEF091e39C91035d59b86b377fF121d26aA536,9,9e-05,9e-05
0x219F2b93f244DC7130Ea0b14bB0f2a17050dA245,0xDDF12FEBfAD80029d5464296D0f286Fc36f8B034,9,9e-05,9e-05
0x23b98Bbfa72345129375b9a9F43093491D77A631,0xeeCe1633702f421fFEC855B23611C5E872d69ADB,9,9e-05,9e-05
0x2418A3C48C7Ba232E06f060026ae5c6f7d0A902f,0x65bC7d4dFDbF360030dE2d4ABc0A89029D626719,9,9e-05,9e-05
0x24A9F39F3a79B78d3e0673D5fa8a9D173F565e03,0xdac9983ee1F400c6d9d7560292c66d313323979A,9,9e-05,9e-05
0x271EC58d9e3aEfee17717AE919C24c3ec33344C3,0x5C6e5D1C3E43b75b1A63b6e44B1c8C685f8Dbb8A,9,9e-05,9e-05
0x27fd7A997EF57A549c0CE6b3fb765D6d2e35B709,0xC2Ce85d1801D65d064f27A0F52Bad44Cc0f1A703,9,9e-05,9e-05
0x2A7AA48686EfF171D5250463E7e23A0478A7a171,0x0C179d1282c5E858fb20b07ef4498FB78096f24c,9,9e-05,9e-05
0x2BBBBf380A6BacAE7554e2c6023e63260a00E551,0xBeFE2afd6449161F462307667847204fe752cf60,9,9e-05,9e-05
0x2F518aFe5b98D83dB51C47759cead4705c9e5cDe,0xbAFFa5CedF77F22f12b87A00A49600D9b383a952,9,9e-05,9e-05
0x2c91C5BfD7F5aBaf26C4FabF85F99Ca754cFeac0,0x3aC7be4342c4574cf3180980cd747917F0ddE285,9,9e-05,9e-05
0x30cF2Ef3ebc4F215e2075d0382a452b046FbC211,0x9546806AAA8061f3d6528c826f84F460Ea793d40,9,9e-05,9e-05
0x3191111286F00a412001a58d2e14ED06F3A1F2E8,0x12E25BcAd451c7CCcC06EA829D3C2C850F405D2E,9,9e-05,9e-05
0x31C1CcEBAC2281E55eF2399F7fCE70E9E6A224e6,0x78813a06C0388fd15ba3f936BdeC4EBBb35a39f4,9,9e-05,9e-05
0x32086f011DB61bEE918CcEf9Ca1ccA973dD10E72,0x799B1f340E9e3bb0E47aC2d430ADE382ADBcC91D,9,9e-05,9e-05
0x3239FFEd16E5000B3D8aF9B2d21e87B7D1C69f83,0x8336a2eEeC721C9dDBB9f7DD4927FC7eb9379278,9,9e-05,9e-05
0x3296D7acA7a34D589b91d0d1F47CA947206bd38e,0xDD7AB33e6B3c92552d4d6aF14B405D15Db2d1254,9,9e-05,9e-05
0x32a5E1A8d0b3FA6D32949723B44734c7Ec12E8E2,0xf291dd062b2D9aFAEa7a39c982294356a6Bc85B3,9,9e-05,9e-05
0x32bf8FA6Af18970562F5b3f9cc7F9b7BA320ada5,0x15641195d31B5e73AA8473972461E3ef64208789,9,9e-05,9e-05
0x32c694d8a4e60C26725Bde4ec06551a6f4298a65,0x6eb7FE9fa93D7Ae74f557BC4D26123E5004Cf067,9,9e-05,9e-05
0x330c316e0d7b1485a60f497B8EE2EfDeA351e9d9,0x185B9aB405Eea611D3A88Bae3f08C21C6386E8A4,9,9e-05,9e-05
0x3391D9b2cd063C61F70f3fd688f5776DCF8E5E5a,0xEC11359B50DcC89340CCAc1c0060dE8f10b93666,9,9e-05,9e-05
0x3539D2340E02D2d35c6AC87ACF8EF02A9632F415,0x2fA20d57985aF481A6f5225B99dC7abD4b0F730B,9,9e-05,9e-05
0x374DBb0E41A763C725150b6921461A6E4423272D,0x8F08aE113396cbD88EE1731126cFd2a654200463,9,9e-05,9e-05
0x376444ef82Ff320c224d4e12C9DD331D1f54D24a,0x1C6b3Fd30cF3af4b3B62AfCc10e8146871f78A6D,9,9e-05,9e-05
0x38aC41B4971f39CA5d5c98d7e5de94a125fa2009,0xa2d21E918399AF5d6004Acd914d0DC820602eA4D,9,9e-05,9e-05
0x398dE9056De35A13C80D28899dF6FBefaB66A0ee,0x2857C41F929BE476cA63E3BbcB9B6519a6BA2d62,9,9e-05,9e-05
0x3AC4c1D9a642EC476313053Ae7d380141f7474c2,0x46520400c33c48617D4e839b3F6383D90F197cD8,9,9e-05,9e-05
0x3C4E4587bf95F25eF91b9D35E6e482051B0101c7,0x20DF17CF65717e8fB6c792E66B01D937030FC77A,9,9e-05,9e-05
0x3C738Bdb74D65A823F3Fc92a07B17d17A30C20E3,0x67eD30440E2EDC33Fbf6b8C829D2BfC49DD644F4,9,9e-05,9e-05
0x3E42e2ed278F9EA776AB8Eb2B43169eE64BF46c9,0x60B594f81c7409db30bb8F6828084bBEdd581C62,9,9e-05,9e-05
0x3E76867B84d755b98275fdA9cad3F6b49D1fC079,0x83D2f49bE506689AF0579e6E9F6E7c572E5c92Ac,9,9e-05,9e-05
0x3c84104bDbC93ddEFEbFd663dBe58f9C95732Dd4,0x820882f881D8BfA901741D7e2c421AC14A6f715F,9,9e-05,9e-05
0x3cF8d7f3bb3501436B92c25AEfb8E58AAC46E040,0xf084FFE2a5b1c6e2F9b31A73452270daa42ec870,9,9e-05,9e-05
0x3cd21c6DF114A6e6c3cd84BaA79E61fb460C8212,0x7642Db6FdA5C8140eCBD8B1a448d3dF0F0f6504C,9,9e-05,9e-05
0x3f763e92422405126CCC2686853D815abB567C27,0xC4E4a56e6213cd5bA47267B12C9a67c4Bb8DF358,9,9e-05,9e-05
0x4299329166A952934854D918b900894e1c536Bd9,0x4c3FE83f9bc2f5A9ECd33Cb6BfDeA46654eB8FE4,9,9e-05,9e-05
0x4349F5f75443785bad522BA7D5ad27E76d59286f,0x7bd77CcB9920acd4cE618f2b643157Dd028757d2,9,9e-05,9e-05
0x47411224944adbCdC719c6DEd3d9fcCd80B25ACa,0x1b23F4d67FF5068619Ece5e7513869dF853b3d0F,9,9e-05,9e-05
0x4825a8dBEEB6E776A7B562295064F6Cd0BED0acE,0x97c818E84106645B0e7e19d37D4AD117A76d0b88,9,9e-05,9e-05
0x48c1298a95AF9Cbd35Bda7Ca4cEa20D3029853d8,0x37bFD9A92afB6c8147D815E3F71518677d2b9a5e,9,9e-05,9e-05
0x4A62Aa701e1A8c74BA18540D03D522cd19C435a4,0xCe53173ca8D4A6B91012e18B23A351eB0fc3C2f3,9,9e-05,9e-05
0x4B382c7F6F883A1F441Af7277eFc5DF1c1d5B0C5,0xf53096656bAaB593cCdc1E1673f5e743Ea89B800,9,9e-05,9e-05
0x4Ef42e0480DCE5FE4Ea65CCC830C860622a76b5a,0xb3E2b2b9F9ddFe0316ABa747Bc16CD83BF7EE53c,9,9e-05,9e-05
0x4F242d3525a3f1d4484E0B3f7Bb7B2cE94552d5b,0x95314A5890C27523eC43E51036F3591164934591,9,9e-05,9e-05
0x4F945a8A38470c8919871992eA24e77d3eAebaE8,0x2886f595cCacd21F2ecA4Fb39E6585d52FeB9c9e,9,9e-05,9e-05
0x4c1c93ad6eC2248A1865a2e20Cc168c2538F4318,0x6d8CE33676153BdF2CDB0eB20a70FE3FefAadEE2,9,9e-05,9e-05
0x4c60653b4D0Eeaae23aF8a949F01e910a9c1BDA1,0x43775b0C42B6773c0Ba6a4ABa6D5e0220AA4Deb7,9,9e-05,9e-05
0x4c86De38E2fc62458d53D00b112b60d09DE74B1D,0x4631f38d274792E433Ac990CBf2E131558d14b60,9,9e-05,9e-05
0x4e6fe3C820DF4c309A532c2C41657B7aa72B8B83,0xd4b8Be8F9DCb2443475139a9EDAEe73E82BcD636,9,9e-05,9e-05
0x4fa8DfD9207af229D75cb1beA5d88e0de07c783b,0xbD2E9e94b1ACe57a48FC16ba890bE065aB548Fef,9,9e-05,9e-05
0x5087646645d7211DAe7765BaBCd65CD377adc9f1,0x7A64EAc5c4df36D3D91A14C6976073d1B45bF8FA,9,9e-05,9e-05
0x5106a3f76aA0b656046c3031Ceec522CF37dc53C,0xC27C3588606Dc1AbE6911f4fdf062d90099733bF,9,9e-05,9e-05
0x513684Cd615e2Fe81519f335c27Cc149377A912A,0xcd9b4D7258C29BC5dD001f777Fb7768bC8d0Cf43,9,9e-05,9e-05
0x52FE2B81e34Cb6891CC7828A5e158eC316beC067,0x73631bDFdac6274EF46bf25c40ab6dE8E9032460,9,0.09,0.08955135
0x5361D4e2d072b1ad64754357Bb89553Fa2F24D98,0xa8536b1AE63388Ec8088Cb7E13656ACE194Ac27f,9,9e-05,9e-05
0x53638215597fdD9c275D9BAE8bBEFAB6efFEF113,0xBCFF4E783c569BbAD9Ff783B01c719b4e356B36A,9,9e-05,9e-05
0x540F74DB34940a9090C615f0a41d3528B2826a15,0x34BbBCadA1b7C11A65a2b44dEcBfAc76e2343E6F,9,9e-05,9e-05
0x54461d261814549fbd3ddf087f29af2Bc8C569A6,0x564910C07357d8b547bB83f228fd578084b186c9,9,9e-05,9e-05
0x5463f76D2660C28De016b1F6A63ba8fF61b71E26,0x8B49a07614FCbb41A0b5b4634e72A3B707BF809b,9,9e-05,9e-05
0x54CA1126F69dF2Fb4C3B4E8d51FD31E91D8d7E8F,0x471C8C8c13077C1c7Da13C6c977f3ec431F650BB,9,9e-05,9e-05
0x562B48AF4205E074eD6c10c04a62C4b885dA33c7,0x3FAFc5a6F7eE166c7AF10A40224D247Eb8766592,9,9e-05,9e-05
0x5Af25E84E021C53f80e2782cFC8397D7395147B6,0x73Eb2e4FFCD675425477A4A5130FA25D756edC62,9,9e-05,9e-05
0x5B0e2A9126eE1037513810FF8780f3Dd2Ab87A6d,0x237b0EF699e3A254e4f4751336478fFbecEbcb3F,9,9e-05,9e-05
0x5B51a4dd43B4D8484F9760EdB35D063b483DfC97,0xF5BAc077dac84D85A8C9c4513d019a9c53E00d3F,9,9e-05,9e-05
0x5CDB0994B244D8B4e0BEe102F3A591FF2FfDF4f8,0xAF3Ee43B212a0220D8A2991B970d3f5a07C19BbC,9,9e-05,9e-05
0x5d8065c5A59AeCbf9fB4373421724Cde5c5Cf8c8,0x89CD3DFa10b55753AB1909689F97Ff1214ab2031,9,9e-05,9e-05
0x5f65ECFBd622aF17b31A19b0c3a30EBD7B30e15A,0x4c664e2F36015a6fec2824aD89f82da5AAF2C09e,9,9e-05,9e-05
0x602a7d00F480868Af732Bc83957Cb25216586AAb,0xe36A5b96b0E6Ac11c2FAA15312aDFbfE584eCaA5,9,9e-05,9e-05
0x605ecAEeB77b0743e15f50A247d980c3D65015de,0x447325F024515948bBE27C294fCe0C63B04e1c3a,9,9e-05,9e-05
0x6083A668424E036CF16DaE6ab9B60c795f841536,0x777A08C76D608cF4AA0522Beb46d7Bb4E9f4ae75,9,9e-05,9e-05
0x6111c8Dc0b23CC9C46FB5a0Fd9574E468479aceD,0xd2a72b92dCcceAdEdcCDf55ca19375eda457933C,9,9e-05,9e-05
0x624A1864f369c20CA86427714E70cb0A9323690D,0x25BEFBCb5F6f03d125C04ad258ac221BAdd85570,9,9e-05,9e-05
0x62f29Ede85B24a17CC2900d0d430B06a7F5b787D,0xd08249dd3E515C4126182a69E986aE8b8b0C81bD,9,9e-05,9e-05
0x63Bfe56c9eb33f7942472B07618D8c2904c04a1c,0x190C1113340fFcB906f8596857E0BB69a01E5cCd,9,9e-05,9e-05
0x6418aAe530AD837fa5A9d73C6800C979a96AAEa6,0x2425FD150fef14BDB1Ae57DE6C3402fA2bEef39C,9,9e-05,9e-05
0x65c2Eb6a1f8fBa634510A578bAad4B66913A52a8,0x919356AA1D6BfA8238414c7359642ffA05fF5C86,9,9e-05,9e-05
0x66A466840d351b4c2DC625490D0d121cC178C3fC,0x3Eb3A2E31BEeb8644fc9323DD471e6F78E8737E4,9,9e-05,9e-05
0x6864a687BFCbAC6a96598B5aaE3E08FFD4CEf494,0xF13B3EE32c782c034125772964e5459920A3F221,9,9e-05,9e-05
0x6888e0CE589782BdAF56e05295aF47DdCa4221B3,0x3dEc97c46a56e29B041E59B351BFCEed3B07a76E,9,9e-05,9e-05
0x693Fb5616923A8115ecF29cA929622A93896db09,0xa1B291fA67aCF1ee6fF8fE0E18DeD86D3AC553Cd,9,9e-05,9e-05
0x6B4667EfA775b924a70eF2eB9896bE08B93F8e95,0x8b38491368FBd4E1aE78668633157F245e25834A,9,9e-05,9e-05
0x6D1A9c7AB5caa20Fc93e81Fde005EA90d703F06F,0x2732668bE4b34DF48A3926cCA6dadE9A76E214f4,9,9e-05,9e-05
0x7103a00A6F9594Aa4c3008ece598D7EEd3890951,0x6eACF768B5748fE8148c5d6Acb3c0D040488D1bf,9,9e-05,9e-05
0x72eD5425B88d35ca11a2B91FAC18ea96EB3B0401,0xD2eA54f9AaC9a6f59c8C79BD813dcc0B59F7d8Df,9,9e-05,9e-05
0x7365bb975E2f46c99C5f31923AEdbcB9B8dAE1D2,0x82c42702c5e823d004aE69bf29575461fC92822A,9,9e-05,9e-05
0x73dC78CF0E743cEf8766765BBc3DA91Ef9e3F5d5,0xdcd914E62051D83b0209165330e66d8A02a66c55,9,9e-05,9e-05
0x73f282173744474e8EA48CdE018bCfd538754a5B,0xdf0BEb95430F5390c4Fb31cf90bf1Ea1d743e97a,9,9e-05,9e-05
0x747C79E1dDAAeE3DDEdCcDE882aA88D093b1c630,0x46273323087BCdCe1F14D26127D51CFfE23E6aDf,9,9e-05,9e-05
0x7526be34D8B7Ac8576b7bb2cCB19418Ad63E9f04,0x09d74F3479afDC2Fa18a373b2D244a9E92dFb36B,9,9e-05,9e-05
0x7618d4fc884498A95B3947128135CFD29BF6c7a9,0x63DBb6060E92C06ed5c1161E7672f0C2B0f5Aa64,9,9e-05,9e-05
0x77b74A24fa5038c5A77BDb72579b1064261D2018,0x548dA144963bF7080d887661509532591800011c,9,9e-05,9e-05
0x7C3528543378d0807b439bf463875faE129b13c3,0x41c7B6A5074dD0e6aca0a84Dc6234d9a6bb30dA5,9,9e-05,9e-05
0x7D0F60c7789B072189CBfeb7472DF2121b151BD6,0xd338F6351D65A9b701999524C27Caf86f74aFE24,9,9e-05,9e-05
0x7F6d14A9C742d54049805B47526406608eeAe88f,0x8504Cf6e28C1363881ea56ecE8760DD94Aede53f,9,9e-05,9e-05
0x7d9D2EB1f74b2b4e4685351Ca5016E2a990a23bC,0xF1B8d5A7F7503350E8CfA05c671783EACd315243,9,9e-05,9e-05
0x7f392C42be7CcF6335B26305cA77d0B1458199BF,0x3569Ef6e61d186055A225Cc8CB1a82517441F51B,9,9e-05,9e-05
0x7fA9AFc4483E1869325A45e1dC9Edf3820fA54a1,0x6D1E6AAc04Be0C63AD75fADE532190421D8F5f0d,9,9e-05,9e-05
0x804FC305e00E562D0e6De8A3D0500C7354428Fcb,0x65c651DDFFcC2744CFF1606A7319FbB2F58B8DeB,9,9e-05,9e-05
0x8137c0104970d6D280aAE18E0Fe46Bf4c21D3C2c,0x3fcd699811761e376EA9127973DcF91EA08Dfd1f,9,9e-05,9e-05
0x829313E17B88338e9F6B8a593c97afe8F1998F1B,0xa0bc64f5886132cd0da13C1c72797536463caEae,9,9e-05,9e-05
0x831520F8619A2589c31d076D57d2c007D0c2E1EE,0x27c5734E5C6EE6c034AbFe52E532631960119439,9,9e-05,9e-05
0x84B4DeF05495d6e65AA9235D540dF4288825B851,0x0a71F60dF6cBd9Ea7Be5dEaDC3D3605F15cBD585,9,9e-05,9e-05
0x855e84BB140A93E6c365f54A8Fb1353CC16f91EE,0x67366e349557DbFa893A7Ff9d912262854619735,9,9e-05,9e-05
0x85946f029fE020a5f86Bc79Bf15770EBbcDc20BC,0x6C29FaaA39B1F05736701d7E77F3b3Ee056f0aF2,9,9e-05,9e-05
0x85a03eF3985A0Df08562f37d21a4082A4c3Bb86E,0x0a55EAF4251A092c26f869d7d6EebA719Fb78865,9,9e-05,9e-05
0x8640868968d73A908700dE4185C590765532eEF7,0x2A3eE1269456e605dd1a93c39967a00B66964b40,9,9e-05,9e-05
0x86b7d420d7FC172bA60229d81c040902829229bc,0xF827FB09d57a88973FE6B4a6646b7644B678E048,9,9e-05,9e-05
0x8710B6D0777Db86e8628A63D50C71287bAb0C151,0x6E4D5326EC1f93a4137542C597ccc1104b300DF2,9,9e-05,9e-05
0x88a7b85dcA56a97Abe1F9C08fdba0B0746402a70,0xAADC19Ac8D7fB1bf46fc9b88959DA4afEE81315D,9,9e-05,9e-05
0x8D73916b32eA1125c6f4dd5aEc563a98695aa58b,0xA9E4100fd5eEAB9380E6BCC7fF8D3778BEafBaD4,9,9e-05,9e-05
0x8E6578eA0Db33F57151f85cC0F5E52a2BA3d969f,0x8AF36F8397817b828b346c8f3cD3803396DBA775,9,9e-05,9e-05
0x8e743aD8Ec022494A4e35cCe849195A73D612638,0xd4728f5fbFB2F2589fBf2a1793679c5006077Abc,9,9e-05,9e-05
0x8ebf3ddcE1F52cE7da91D8E94EB794CEa3EE37DC,0x2E020E427C0879880812286eD6cA7692Fe679869,9,9e-05,9e-05
0x91168A51D5663348F311381D42Fe163674E330fE,0xFE249301f006734D1D4dF5de4CCa67f70c4A2863,9,9e-05,9e-05
0x92bEB116CaDD12E8bD110A02118C7D6581Eb6e9e,0x1070f3839e5B7a4ad2023efcBDF8dC2a38eaD431,9,9e-05,9e-05
0x9365a417d8b2757F2a39aAb063349967a1Fa613d,0xBB60BCcb56aDe861c9F55375D55BCe3b3D526604,9,9e-05,9e-05
0x93Bf7dc467159C8F95b4959Dc933Fd3915407FE4,0x1992D583461C07A08761fDBb800C4716e42F3969,9,9e-05,9e-05
0x9515637B206Ea09f5aeADB26A4ab2B599A9170E8,0x8C4Ae784b95ae28649532d6eE5Cc9Cb425d39272,9,9e-05,9e-05
0x983B0e7129670cD7F2e4Cd4213a99c4F40fdd0A0,0xfc58C69a7bC5ED1199FF82c0C33a955881Ad66f2,9,9e-05,9e-05
0x9A1FeD53f040f3eBcaAE36b218efC7BD96AE7079,0x344FBcdfa3e31BAeBD5af1EeEbcDe473dA282f3c,9,9e-05,9e-05
0x9B1dC2e41657507EA9b9F4357eC42d992fA263A2,0x8083F019785958cD6bF71948733A65085E11804f,9,9e-05,9e-05
0x9D9d589392CC57Aa3F0b8a2d2DAd171820A14CC0,0xD3727ED3F81462c51929565179d2AcC7BBaAa2B0,9,9e-05,9e-05
0x9c4c802B4CadE4A9600f1e6e0f9CE4946acf481b,0x11aaca6071fF5A8990875de1d64426324bD0B716,9,9e-05,9e-05
0x9c5C8fD893669b1593CC3a300767CE8F2A845b4F,0x01B568D0467762E61D2b3a6B0dea2B18C52584fb,9,9e-05,9e-05
0x9dC9824BF4d334a7CD38f0042341b0edeD711DA5,0xc01E8d752fb56C37A5c4d05f456DA3cDF4B9A47a,9,9e-05,9e-05
