sender_addr,recipient_addr,total_transactions,total_sent,total_received
0xB4E27c89450526cE8D1f0773d583c21933590A5C,0x44b9bBDC9aA884fD82ebce7D39a3952b75f40548,10,0.0001,0.0001
0xB953a7AC93B760b3D5ce9ece666056bdf0824E12,0x3C8Fc9D8A5CA8d0dd08bb3f0751355D28F23D662,10,0.0001,0.0001
0xB9AAfe69f3285b502997335cb755adF78641F300,0xCbE5467c633A8F67dFE03bf5eA1d7679432A2cF6,10,0.0001,0.0001
0xB9C80E12e6FC8157C4127e99a975a96F1F7F986A,0x8BFe77d7ec0Bb3B7E2566D79F984A760798d4cae,10,0.0001,0.0001
0xBC958402E7Fba0977975FED7866FFf1ae490C3fE,0x27dD58E407C241fFbdE8d0321F2360B3FeF4EEa3,10,0.0001,0.0001
0xC00F3e2b4659f03E526c1276d49BA198FFe55b52,0x478Db9Ce0bE0955615b952E4E96110F82CBB36c3,10,0.0001,0.0001
0xC43014e31bB568458A62350BEe3Ed78c9A23CB19,0x4Ab9EE828C0232e3394cA9E4f36c8B34f432D382,10,0.0001,0.0001
0xC6d4d45Aa1776Af582d34B39285B7967A0817d3f,0xADB6e0383162E7232094122031BbE104C486407f,10,0.0001,0.0001
0xCBC58cd0312E7d2183a61B08C8A92D770089aE2A,0x3c28795144dd94d2c08f152eCc8b2c9fdb294E91,10,0.0001,0.0001
0xCBe9A5fDbFD3c090cF5B87F66bD8e398d412A775,0x601a2c72501098867d60b0EB8f5ff77fa2dcfb0D,10,0.0001,0.0001
0xCCD4C44183Ce1b1687Bce667A8601fc583fb1fF0,0xD8133f9564d78D33a14e027162DC565361878AAa,10,0.0001,0.0001
0xCF2a4C714a6494F3eafda1C26b902cE043538Aee,0x608Eb113Ed32EbA0eDb960B1a3B92D892525FF8E,10,0.0001,0.0001
0xCf6213EfE2F6B39E74B10373556e6D1C456Bb0ed,0xE9c27E186dEd2F8d2886cd8c0f81D6e3C8C222Bd,10,0.0001,0.0001
0xCfF9da144F26538f29a35180A450a7b4583E409F,0x5cC72ABd09fD3e3f93bE6411a3193Ebe1C317a55,10,0.0001,0.0001
0xDe2323ba31A24D2b3f9c83585732bec08cdC9F80,0x712865870d96F665b5d739783A584f14bBef2Bb6,10,0.0001,0.0001
0xED4F42AA3319C732E357C0589203650C5A180686,0xeEDE855cA465dc16f8ef1e38610a93EC4b9EBb48,10,0.0001,0.0001
0xEaC5e670c59d2F39F4224C0296d760b691d69469,0x7e0944e19006f37E6a9d2C41F82B67cCF2EFeA0C,10,0.0001,0.0001
0xF4F17a8B974EE93Ad900D86Cd0c742420f90B2d1,0x6482d78a126f8BdB176Bd11A3a590058C06487Ca,10,0.0001,0.0001
0xF71E17822B49F5c4eb3dFA512b54eE4a551D2B65,0xe68BDd736f076dDd0D351831f0e10732ea7f7715,10,0.0001,0.0001
0xF8d94F624A48EEC176D0a780FF405779569850A3,0x1f628f954A732b866C50e54b24643cE4345b266a,10,0.0001,0.0001
0xFE08d820fd8a5e043bF3Dc3C0F263626a1225a71,0x6A819b0792040C612A8b71080fA15d725944378C,10,0.0001,0.0001
0xFFf4635a3Cf9883a065bA19099EdC556263E0f68,0x1009999688296ffdD172fC16f72dc606e6E0Df4B,10,0.0001,0.0001
0xFa31FE39d22FB4cdD1649CF6cab39f0007023b68,0x5C46F4597E7cd9C7729Eb12E941e19302FDE9B75,10,0.0001,0.0001
0xa2d0881ddd11985f77b427629D84E1521f8Ea8D6,0xEEe474Ce57418d530Ccd71054Adf3Fe1F6e3f619,10,0.0001,0.0001
0xa405F15e965042B101703b5f4290409e2a793B33,0xAbFf44E5d8fec5c7d3eF99141b1e8E3E2d880e6C,10,0.0001,0.0001
0xa5428a36dA0785015B62B636061280dac52EB796,0x4D45a99b4996fb5b6c22B6c91fB0427db356c99E,10,0.0001,0.0001
0xaA59F2cc4379e58AF61356eaE5afE12bB4892Ba9,0x9Ad17080e43b6C96662c6bDC1400def85E151cb4,10,0.0001,0.0001
0xb4912d8482cF581C189E75E8E2B0995De84DA8BC,0x1fFA8be7Fb5659D7Dd27c681fb7ec0b3E585Fc61,10,0.0001,0.0001
0xb7525540F9DBE6D505e16C822A3F456dF8b2e848,0xD24e9495a6bC6996e0c17d5A6038DEDc8D6Ad3cf,10,0.0001,0.0001
0xb8f1C9CFf88e3F67eab86bA304f29a44209bfC8f,0x9ceAa69fde8D5570634aC71e7C472E0D6762706F,10,0.0001,0.0001
0xbd2959Cac4572e6628B23AC3FAE4e4f9b9763c12,0x50c749F25EFc835308DEcC359e6E7e77b4ea336A,10,0.0001,0.0001
0xc106A77cEAca2a5cf542999376Fc260a3D8E347e,0x6075fD61873D91f0a48325ABA860524eC5BFE8C1,10,0.0001,0.0001
0xc1ef7401b5D8b4F46C1837077E7131cF584E5146,0x124202c883e2d6AdF244470d9c8Dfeb875A6A62E,10,0.0001,0.0001
0xc5BE70Dc3a16731AEDEB7BD59B9c01dAC8eF0D86,0xe946e0Ae8A1fe28Fd1EEc3f4AFC11026DD921F83,10,0.0001,0.0001
0xc6Ba636A69691a404bE3B71f5d250d3d9A19A1f3,0x6D8D12ea8d59F3060d5A07854Ca793931417abD4,10,0.0001,0.0001
0xc8B5d0E464D53b191DaCDf80daA3fB28b2E55DA9,0xC5D01c152a2C7a8081544Fd0B33878653057FE0A,10,0.0001,0.0001
0xc92fC00262Ed7BD63E0274Ad4dEbeF41E5bEF80B,0x2B62869435a8F6131d710e266EB2B3A8603E04c5,10,0.0001,0.0001
